NASA Outgassing Database
source: http://outgassing.nasa.gov
data last updated: 03/29/2013

sample_id	data_ref	mfgr_code	tml	vcm	wvr	time1	temp1	atm1	time2	temp2	atm2	time3	temp3	atm3	time4	temp4	atm4	appl_code
KAPTON/ALUM/H322/9988 FILM COMPOSITE	GSC13251	APL	2.15	0.22	0.61	15M	125	AIR	24H	25	E-3							THERMAL CONTROL
KAPTON/ALUM/H322/9988 FILM COMPOSITE	GSC13254	APL	2.33	0.25	0.59	15M	125	AIR	24H	25	AIR							THERMAL CONTROL
KAPTON/ALUMINIZED/CHEMGLAZE H322 FILM COMPOSITE	GSC12808	APL	5.01	0.03	0.66	15M	125	AIR										THERM CONTROL
KAPTON/ALUMINIZED/CHEMGLAZE H322 FILM COMPOSITE	GSC12811	APL	1.43	0.17	0.72	4H	176	AIR										THERM CONTROL
KAPTON/CHEMGLAZE A276/CAT/FLATTENING AGENT	GSC13644	GSC	1.13	0.03	0.35	14D	25	AIR										THERM BLANKET
KAPTON/DACRON MESH BONDED PROPRIETARY ADHESIVE	GSC13219	NMC	0.30	0.13	0.00													THERMAL BLANKET
KAPTON/DACRON MESH/CHEMGLAZE Z202 (BLACK KAPTON)	GSC13783	RCA	0.53	0.06	0.11													THERMAL BLANKET
KAPTON/DACRON MESH/CHEMGLAZE Z202 FILM	GSC13780	RCA	0.67	0.05	0.14													THERMAL BLANKET
KAPTON/KEVLAR TENSILE FILM PART # MO 1/6/6 LOT 010312039	GSC30265	DUM	1.94	0.08	1.63													BLANKET
KAPTON/KEVLAR TESTILE FILM PART # MO 1/6/6 LOT 010312039	GSC30220	DUM	2.44	0.09	1.78													BLANKET MATERIAL
KAPTON/NOMEX MESH COMPOSITE FILM	GSC12292	RCA	1.90	0.04	1.59													THERM CONTROL
KAPTON-TEFLON FEP COATED T473-1/24 BRAND-REX	GSFC0666	BRX	0.52	0.00														WIRE INSUL
KARON B SELF LUBE BEARING LINER BROWN	GSC15370	KAM	1.31	0.00	0.74													BEARING LINER
KARON BEARING COMPOSITE - PROPRIETARY	GSFC5729	KAM	0.90	0.00														BEARING MTL
KARON GP SELF LUBE BEARING LINER BLACK	GSC15372	KAM	1.47	0.00	0.64													BEARING LINER
KARON H SELF LUBE BEARING LINER BROWN	GSC15374	KAM	1.04	0.00	0.48													BEARING LINER
KARON M SELF LUBE BEARING LINER BROWN	GSC15376	KAM	1.91	0.00	0.86													BEARING LINER
KARON RP SELF LUBE BEARING LINER GREEN	GSC15378	KAM	1.06	0.00	0.39													BEARING LINER
KARON V SELF LUBE BEARING LINER BROWN	GSC15380	KAM	1.33	0.01	0.67													BEARING LINER
KATHERM 41 SELF LUBE BEARING LINER BROWN	GSC15382	KAM	0.72	0.01	0.32													BEARING LINER
KDI PYROFILM PVC 70 RED RESISTOR COATING MIL-I29092	GSC13198	WEI	1.14	0.16	0.06													COATING
KE 3418 ONE COMPONENT BLACK SILICONE	GSC19851	SET	0.83	0.28	0.10	7D	25	AIR										ADHESIVE
KEL-F 81 CHLOROFLUOROCARBON CLEAR MOLD CPND	GSC19637	MMM	0.02	0.01	0.01													MOLD CPND
KEL-F BLUE SCREW INSERT MATERIAL	GSC20872	MMM	0.03	0.00	0.01													MOLD CPND
KENDALL TAPE 126 POLYESTER FILM/2 SIDE ACRYLIC ADH/F	GSC20788	KEN	0.80	0.02	0.20													TRANSFER TAPE
KENDALL TAPE 292 FIBERGLASS/SILICONE ADH/S	GSFC1972	KEN	2.31	1.17														TAPE
KENDALL TAPE 293 FIBERGLASS/SILICONE ADH/S	GSFC1975	KEN	2.79	0.80														TAPE
KENDALL TAPE 294 FIBERGLASS/ACRYLIC ADH/R	GSFC4021	KEN	2.06	0.70														TAPE
KENLAM 7725	GSC32530	KNF	0.17	0.02	0.03													BAGGING FILM
KENLAM 7725 BAGGING MATERIAL	GSC30010	KNF	0.22	0.03	0.07													BAGGING
KESTER 245 FLUX	GSC26263	LIT	99.75	62.20	0.01	8D	100	E-5										SOLDER FLUX
KESTER 9000 ONE COMPONENT ORANGE EPOXY	GSC20938	KES	5.16	1.05	0.37	40M	100	AIR										ADHESIVE
KEVLAR / KAPTON ALUMINIZED 50 DUN LAMP PB-15	GSC30250	DUM	2.68	0.10	1.95													BLANKET
KEVLAR 120/NARMCO 8517 STRUCTURAL COMPOSITE	GSFC8645	TRW	1.33	0.00	0.73	45M	121	PSI	2.5H	177	PSI							LAMINATE
KEVLAR 149 TAN WOVEN TAPE	GSC21483	FAB	1.28	0.40	0.33													INSULATION
KEVLAR 29 YELLOW FIBERS	GSC10119	DUP	3.13	0.19	1.76													FIBERS
KEVLAR 29 YELLOW TIE CORD HEXANE WASHED	GSC15684	DUP	3.90	0.02	2.33													CORD
KEVLAR 49 COMPOSITE KEVLAR 49 FABRIC/CORLAR 5143 RES	GSFC5821	DUP	1.68	0.00		2H	177	PSI										ADH SKIN
KEVLAR 49 CORD 380 DENIER	GSC25399	COU	3.14	0.00	2.58													LACING CORD
KEVLAR 49/FR 8601 RESIN PRE-PREG	GSC12265	FBC	4.51	2.20	0.52	2H	121	E-2										PRE PREG
KEVLAR 49-120LMR/EX1515 TAN LAYUP	GSC21481	BRY	1.42	0.03	0.63	5H	121	E-2										LAMINATE
KEVLAR BRAKE PAD W/ADHESIVE ONE SIDE	GSC18094	APD	1.68	0.02	0.98													BRAKE PAD
KEVLAR CABLE B49	GSC27769	DUP	3.28	0.07	2.75													CABLE
KEVLAR CORD HEXANE WASH X2	GSC15906	DUP	3.53	0.03	2.38													CORD
KEVLAR CORD HEXANE WASH X2	GSC16020	DUP	2.67	0.01	2.35	24H	125	AIR										CORD
KEVLAR CORD POLYURETHANE COATING - YELLOW	GSC19983	GBE	4.33	0.78	1.87													TIE CORD
KEVLAR FABRIC 645 YARN 195	GSC26983	FDI	1.91	0.08	1.15													FABRIC
KEVLAR FIBERS (RAW MATERIAL FOR ROPE GSC28171)	GSC28174	DUP	4.93	0.14	3.32													ROPE
KEVLAR KM2 STYLE 705	GSC28321	SPP	2.56	0.10	2.39													METEOROID SHELL
KEVLAR KM2 STYLE 705	GSC28333	SPP	2.58	0.06	2.56	2H	177	AIR										METEOROID SHELL
KEVLAR KM2 STYLE 705	GSC28336	SPP	2.72	0.09	2.57	2H	120	AIR										METEOROID SHELL
KEVLAR ROPE	GSC28090	DUP	5.17	0.32	3.73													ROPE
KEVLAR ROPE - CLEANED AND BAKED	GSC28294	DUP	3.67	0.01	3.23	10H	75	AIR										ROPE
KEVLAR ROPE - UNCLEANED 	GSC28297	DUP	4.72	0.24	3.36													ROPE
KEVLAR ROPE-/CLEANED IN HEXANE AND BAKED AT 75C/24 HRS	GSC28171	DUP	3.94	0.02	3.24													ROPE
KEVLAR THREAD NATURAL TEX 120 YELLOW/GOLD	GSC22216	STP	4.17	0.35	2.11													THREAD
KEVLAR/EPOXY MXM 7934/120 KEV 49/RELEASE-ALL 18	GSC21067	FIB	1.92	0.01	1.32	2H	177	AIR										LAMINATE
KEVLAR/EPOXY MXM 7934/120 KEV 49/RELEASE-ALL 30	GSC21070	FIB	1.86	0.01	1.26	2H	177	AIR										LAMINATE
KF 1006 ACETAL/GLASS AS 70/30	GSFC2913	LNP	0.27	0.01														MOLD CPND
KFL 4036 ACETAL/30% GLASS/15% TFE	GSFC5519	LNP	0.26	0.02														STRUCTURAL
KFL 4536 ACETAL/30% GLASS/15% TFE/SILICONE	GSFC5521	LNP	0.35	0.02														STRUCTURAL
KIMFOL 8 GAUGE POLYCARBONATE	GSFC3355	KCC	0.16	0.00														INSULATION
KINEL 5504 GLASS FILLED POLYIMIDE	GSC14223	RHO	1.09	0.01	0.54													STRUCTURAL
KIRKHILL RUBBER SHEET, RED/ORANGE	GSC32788	KRC	0.61	0.30	0.05													CONFORMABLE GASKET
KIRKHILL RUBBER SHEET, RED/ORANGE, BAKED	GSC32791	KRC	0.23	0.03	0.03	24H	232	AIR										CONFORMABLE GASKET
KIRKHILL SILICONE SPONGE RUBBER	GSFC3616	KRC	1.12	0.30														GASKET
KIRKHILL SILICONE SPONGE RUBBER	GSFC3686	KRC	0.23	0.10		24H	177	AIR										GASKET
KIRKHILL SILICONE SPONGE RUBBER	GSFC4318	KRC	1.50	0.71														GASKET
KIRKHILL SILICONE SPONGE RUBBER	GSFC4320	KRC	1.20	0.70		6H	149	E-3										GASKET
KIRKHILL SILICONE SPONGE RUBBER	GSFC4358	KRC	0.12	0.05		24H	204	AIR										GASKET
KITG054 LAIRD TAPE, ITEM 777	GSC33307	LRT	1.78	0.44	0.63													TAPE
KJB CYCOLAC BLUE 5500 SERIES W/FIRE RETARDANT	GSFC9185	BWC	1.06	0.30	0.22													CARD GUIDE
KJB CYCOLAC PINK W/FIRE RETARDANT	GSFC9188	BWC	0.81	0.21	0.23													CARD GUIDE
KJR-9022E, LOT 109043, EXPIRES 9/11/12	GSC33316	SHN	0.13	0.06	0.01	24H	25	AIR	24H	125	AIR	72H 	125	E-6				ADHESIVE
KL 4540 ACETAL/20% TFE/SILICONE	GSFC5517	LNP	0.53	0.01														STRUCTURAL
KLEEN-STIK DUBL-STIK 2 SIDED TAPE/F	GSFC5936	COM	13.15	3.49	0.63													ADH FILM
KLUBERALFA BHR 53-402 WHITE LUBE GREASE	GSC21223	KLU	0.44	0.04	0.17													LUBRICANT
KLUBERSYNTH GE 46-1200 POLYGLYCOL GREASE BROWN	GSC22816	KLU	8.24	3.53	0.46													GREASE
KN 80 REINFORCED POLYIMID FILM	GSC14806	ORC	2.68	1.47	0.28													ANTI STATIC FILM
KODALITH ORTHO FILM TYPE 3	GSFC5767	EAS	1.08	0.00														FILM
KODAPAK PET POLYESTER 9921 CLEAR	GSC18905	EAC	0.38	0.03	0.16													MOLD CPND
KODAR PCTG COPOLYESTER 5445 CLEAR	GSC18907	EAC	0.33	0.02	0.12													MOLD CPND
KODAR PETG COPOLYESTER 6763 CLEAR	GSC18909	EAC	0.35	0.02	0.18													MOLD CPND
KOLORANE U-1-6002/9500 PRIMER - GLOSS WHITE ENAMEL	GSC12178	KEE	2.01	0.01	0.41	24H	25	AIR										PAINT SYSTEM
KONFORM C416 CLEAR SILICONE AEROSOL/F	GSC19694	CHS	3.44	0.79	0.00	72H	25	HUM										CONF COAT
KONFORM C416 CLEAR SILICONE AEROSOL/F	GSC19697	CHS	2.01	0.75	0.00	24H	75	HUM										CONF COAT
KONFORM UR AEROSOL POLYURETHANE COATING/F	GSC20851	CHS	19.36	2.95	0.31	7D	25	AIR										CONF COAT
KOOL MU COATING -- A7	GSC30994	YMJ	1.35	0.02	0.39													COATING
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE I	GSC27394	DUP	1.94	0.00	1.21													HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE I	GSC27397	DUP	1.41	0.00	1.25													HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE II	GSC27382	DUP	2.00	0.06	1.16													HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE II	GSC27385	DUP	1.66	0.06	1.66	1D	65	AIR										HONEYCOMB
KOREX HONEYCOMB CORE PHENOLIC RESIN/ARAMID	GSC24975	HEX	2.36	0.05	1.65													DAMPER
KOROPON (PANEL A)	GSC27682	DES	6.10	0.13	0.24													PRIMER
KOROPON+AEROGLAZE 9929 (LOT 01011001)+A 276 (PANEL C)	GSC27688	HCC	4.81	0.05	0.34													PAINT
KOROPON+AEROGLAZE 9929 (LOT 92861001)+A 276 (PANEL B)	GSC27685	HCC	4.90	0.03	0.33													PAINT
KRMT-01 POLYURETHANE	GSC16986	KRY	0.84	0.08	0.55	12H	100	E-2										MOLD CPND
KRMT-04 POLYURETHANE	GSC16992	KRY	0.52	0.04	0.33	12H	100	E-2										MOLD CPND
KRMT-06 POLYURETHANE	GSC17924	KRY	1.16	0.35	0.46													SEALANT
KRMT-06 POLYURETHANE	GSC17926	KRY	1.06	0.27	0.45	24H	100	E-2										SEALANT
KRMT-11 POLYURETHANE	GSC16995	KRY	0.81	0.29	0.30	24H	100	E-2										MOLD CPND
KROY 2000 INDUSTRIAL LABEL TAPE ACRYLIC ADHESIVE/F	GSC25816	KRO	4.69	1.97	0.13													TAPE
KROY DURA TYPE 240 LABEL W/ ACRYLIC ADHESIVE, P/N 2357516	GSC27634	KRO*	5.41	0.12	0.74													LABEL TAPE
KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357501	GSC29359	KRO	4.75	0.10	0.76													LABEL
KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357501	GSC29362	KRO	1.98	0.09	0.84	24H	125	AIR										LABEL
KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357516	GSC29365	KRO	4.58	0.08	0.74													LABEL
KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357516	GSC29368	KRO	2.08	0.08	0.77	24H	125	AIR										LABEL
KRYLON 1302 CLEAR COATING MULTI-COAT FILM	GSFC3397	BCM	7.23	0.02		24H	25	AIR										PAINT
KRYLON 1602 ULTRA FLAT BLACK PAINT	GSFC3992	BCM	5.93	0.45		7D	25	AIR										PAINT
KRYTOX 143 A/C LUBRICATING OIL	GSC24870	DUP	0.69	0.40	0.00													LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL	GSC24966	DUP	2.91	1.52	0.03													LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24795	DUP	0.11	0.02	0.00	3D	185	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24798	DUP	0.12	0.02	0.00	3D	185	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24894	DUP	0.06	0.01	0.02	3D	190	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24897	DUP	0.06	0.02	0.04	3D	190	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24900	DUP	0.04	0.01	0.07	3D	185	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24903	DUP	0.05	0.04	0.03	3D	185	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24918	DUP	0.10	0.06	0.03	3D	190	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24921	DUP	0.10	0.03	0.01	3D	190	E-6										LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24942	DUP	0.10	0.04	0.17	3D	185	E-6										LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24945	DUP	0.27	0.02	0.06	3D	185	E-6										LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24969	DUP	0.37	0.02	0.03	3D	185	E-6										LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL	GSC24972	DUP	0.27	0.04	0.03	3D	185	E-6										LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL (ITT)	GSC24846	DUP	0.14	0.06	0.00	84H	200	E-4	96H	175	E-7							LUBRICANT
